,valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,instrumentalness,key,liveness,loudness,mode,name,popularity,speechiness,tempo,time_signature
5094,0.04,1981,0.462,['Gino Vannelli'],0.409,263227,0.428,0,8.22e-05,11,0.0687,-13.195,1,Living Inside Myself,49,0.0412,119.941,4
5095,0.496,1981,0.524,['Soft Cell'],0.48,330107,0.444,0,0.0,0,0.139,-11.842,1,"Say Hello, Wave Goodbye - 7"" Single Version",41,0.0311,102.358,4
5096,0.652,1981,0.476,['Soft Cell'],0.519,153880,0.51,0,0.0,0,0.292,-8.057,0,Tainted Love,54,0.0352,144.524,4
5097,0.898,1981,0.0185,['The Cure'],0.496,219533,0.89,0,0.254,9,0.738,-7.461,1,Primary - 2005 Remaster,40,0.051,171.442,4
5098,0.701,1981,0.595,['Rodney Crowell'],0.664,224920,0.327,0,0.00906,9,0.0842,-16.718,1,Stars on the Water,42,0.0288,127.396,4
5099,0.639,1981,0.168,['Foreigner'],0.625,253640,0.753,0,0.0,3,0.474,-4.745,0,Break It Up,44,0.0291,122.979,4
5100,0.231,1981,0.00207,['Ozzy Osbourne'],0.267,247240,0.956,0,0.0125,4,0.101,-4.952,0,S.A.T.O.,43,0.16,111.359,1
5101,0.489,1981,0.0612,['Blue Öyster Cult'],0.565,251440,0.603,0,0.00144,4,0.0666,-9.533,1,Fire of Unknown Origin,45,0.0287,126.984,4
5102,0.81,1981,0.000207,['Peter Frampton'],0.426,425840,0.922,0,0.241,4,0.22,-6.766,0,Breaking All The Rules,55,0.0308,124.619,4
5103,0.361,1981,0.0845,['Agent Orange'],0.244,169000,0.919,0,0.0,11,0.265,-8.735,0,The Last Goodbye,40,0.0699,183.278,4
5104,0.282,1981,0.718,['Pink Floyd'],0.499,321080,0.318,0,0.00104,7,0.379,-13.776,1,Wish You Were Here,48,0.0484,121.499,4
5105,0.672,1981,0.000292,['Saxon'],0.33,242453,0.841,0,0.000262,1,0.061,-5.303,1,Princess of the Night,52,0.0562,106.807,4
5106,0.795,1981,0.175,['Siouxsie and the Banshees'],0.488,253920,0.894,0,0.0173,11,0.0792,-7.943,0,Into The Light,42,0.054,172.19,4
5107,0.228,1981,0.43,['The Police'],0.35,193867,0.595,0,0.000256,11,0.0888,-11.242,0,Darkness,44,0.0385,185.211,4
5108,0.8,1982,0.0746,['Patty Smyth'],0.607,238800,0.9,0,0.0,2,0.588,-4.977,1,The Warrior,46,0.0426,122.913,4
5109,0.428,1982,0.00493,['Misfits'],0.488,102373,0.95,1,0.0,8,0.344,-10.774,1,I Turned into a Martian,48,0.0668,124.823,4
5110,0.959,1982,0.237,['Van Morrison'],0.604,289293,0.838,0,0.00163,7,0.136,-8.23,1,Dweller On the Threshold,49,0.03,102.372,4
5111,0.505,1982,0.251,['The Damned'],0.527,243345,0.8,0,0.0163,2,0.129,-7.151,1,Life Goes On,49,0.032,147.096,4
5112,0.624,1982,0.38,['The Time'],0.618,281707,0.476,0,9.25e-06,11,0.0359,-12.689,0,Gigolos Get Lonely Too,43,0.106,86.691,4
5113,0.905,1982,0.151,['Zapp'],0.868,642853,0.802,0,0.0032,0,0.0667,-7.831,1,Dance Floor,47,0.053,110.536,4
5114,0.159,1982,0.575,['Elton John'],0.518,206267,0.229,0,0.00363,7,0.123,-17.18,0,Blue Eyes - Remastered 2003,56,0.027,106.665,3
5115,0.12,1982,0.727,['The Alan Parsons Project'],0.375,295253,0.317,0,2.92e-05,0,0.123,-11.741,0,Old and Wise,60,0.0315,112.003,4
5116,0.631,1982,0.221,['Bloodstone'],0.545,295653,0.413,0,0.000165,0,0.061,-11.12,1,We Go a Long Way Back,42,0.0428,185.805,3
5117,0.151,1982,0.552,['Bruce Springsteen'],0.377,269813,0.0687,0,0.0239,6,0.383,-15.9,1,Nebraska,49,0.0326,129.486,4
5118,0.332,1982,0.0354,['Misfits'],0.441,106960,0.937,0,0.0,4,0.0924,-11.576,0,All Hell Breaks Loose,44,0.0717,156.942,4
5119,0.522,1982,0.00479,['Misfits'],0.225,186307,0.918,1,0.0,11,0.086,-10.918,1,Hatebreeders,44,0.119,213.277,4
5120,0.924,1982,0.0277,['Gwen McCrae'],0.892,344547,0.433,0,0.000892,0,0.0308,-13.806,0,Keep the Fire Burning,59,0.0699,128.029,4
5121,0.555,1982,0.185,['Simon & Garfunkel'],0.552,227693,0.76,0,8.73e-06,9,0.757,-13.911,1,"Me and Julio Down by the Schoolyard - Live at Central Park, New York, NY - September 19, 1981",49,0.0949,95.442,4
5122,0.22,1982,0.82,['Simon & Garfunkel'],0.454,275240,0.154,0,0.0,2,0.363,-19.979,1,"American Tune - Live at Central Park, New York, NY - September 19, 1981",49,0.0328,76.656,4
5123,0.467,1982,0.00989,['Tom Petty and the Heartbreakers'],0.522,229000,0.917,0,1.66e-06,5,0.334,-5.509,0,Straight Into Darkness,41,0.0535,123.333,4
5124,0.965,1982,0.00835,['The Adicts'],0.501,228747,0.737,0,2.38e-06,11,0.0713,-7.183,1,Viva La Revolution,45,0.0328,103.386,4
5125,0.43,1982,0.0932,['The Cleaners From Venus'],0.653,310067,0.642,0,0.0317,0,0.632,-7.693,1,Corridor of Dreams,44,0.0354,127.816,4
5126,0.752,1982,0.000298,['The Cure'],0.772,328360,0.523,0,0.795,2,0.282,-9.788,1,Siamese Twins - 2005 Remaster,39,0.0364,94.194,4
5127,0.541,1982,0.0556,['Joe Jackson'],0.586,259493,0.532,0,0.000675,11,0.0799,-7.677,1,Steppin' Out,49,0.0288,159.471,4
5128,0.224,1982,0.138,['Elton John'],0.667,308200,0.363,0,7.02e-06,4,0.41,-13.498,1,Empty Garden (Hey Hey Johnny) - Remastered 2003,47,0.0275,109.208,4
5129,0.245,1983,0.000297,['Metallica'],0.296,386560,0.915,0,0.346,9,0.362,-5.979,1,No Remorse (Remastered),44,0.163,96.715,4
5130,0.289,1983,0.836,['Luther Vandross'],0.453,325960,0.407,0,7.43e-05,8,0.152,-11.026,1,Make Me a Believer,44,0.0314,134.175,4
5131,0.0377,1983,0.952,['Clannad'],0.205,149027,0.255,0,0.0192,11,0.115,-13.78,1,Theme from Harry's Game - Remastered,58,0.0341,68.685,4
5132,0.358,1983,0.316,['Nazareth'],0.474,233853,0.508,0,0.0,6,0.166,-6.845,0,Where Are You Now,59,0.0235,77.31,4
5133,0.588,1983,0.945,"['Johann Sebastian Bach', 'Yo-Yo Ma']",0.433,146427,0.148,0,0.879,7,0.135,-21.72,1,"Cello Suite No. 1 in G Major, BWV 1007: III. Courante",42,0.0381,91.374,4
5134,0.935,1983,0.0386,['Depeche Mode'],0.652,335410,0.964,0,0.344,0,0.639,-11.356,1,Just Can't Get Enough - Live in Hammersmith; 2018 Remaster,46,0.045,126.919,4
5135,0.292,1983,0.703,['George Benson'],0.547,200640,0.243,0,0.0,9,0.163,-16.039,1,In Your Eyes,57,0.0321,134.077,4
5136,0.05,1983,0.937,"['Johann Sebastian Bach', 'Yo-Yo Ma']",0.0874,198320,0.0169,0,0.773,0,0.108,-32.245,0,"Cello Suite No. 5 in C Minor, BWV 1011: IV. Sarabande",41,0.0478,85.068,1
5137,0.775,1983,0.234,['Bob Dylan'],0.664,376160,0.65,0,0.000282,10,0.16,-11.168,1,Jokerman,50,0.0444,134.986,4
5138,0.887,1983,0.101,['X'],0.669,302333,0.777,0,0.000655,9,0.0916,-7.354,1,True Love Pt. #2,38,0.0315,119.455,4
5139,0.269,1983,0.433,['Cliff Richard'],0.366,315667,0.465,0,1.94e-06,10,0.128,-9.39,1,Ocean Deep - 2002 Remaster,55,0.0313,118.955,4
5140,0.738,1983,0.369,['Duran Duran'],0.67,258880,0.87,0,0.0,7,0.579,-4.694,1,New Moon on Monday,39,0.0812,122.277,4
5141,0.389,1983,0.482,['New Edition'],0.674,251400,0.28,0,3.51e-06,5,0.0751,-15.777,1,Is This The End,41,0.0282,69.042,4
5142,0.345,1983,0.000105,['Queensrÿche'],0.275,265267,0.978,0,0.00798,0,0.246,-5.442,1,Queen Of The Reich - Remastered 2003,43,0.0995,152.506,4
5143,0.502,1983,0.296,['Cyndi Lauper'],0.698,306707,0.857,0,9.11e-06,9,0.0904,-7.151,1,When You Were Mine,47,0.0426,127.035,4
5144,0.706,1983,0.0299,['Mariah'],0.718,282386,0.745,0,0.524,5,0.0918,-11.265,1,Shinzo No Tobira,45,0.037,109.379,4
5145,0.647,1983,0.00279,['U2'],0.539,335613,0.836,0,0.062,8,0.181,-6.903,0,New Year's Day - Remastered 2008,50,0.0322,133.468,4
5146,0.226,1983,0.0572,['Angela Bofill'],0.469,208813,0.496,0,0.0,8,0.111,-8.46,0,Tonight I Give In,48,0.0463,73.227,4
5147,0.0388,1983,0.884,['Philip Glass'],0.0655,491333,0.0455,0,0.369,2,0.104,-26.592,0,Prophecies,48,0.0494,66.915,4
5148,0.828,1984,0.363,['Antonio Aguilar'],0.693,252122,0.457,0,0.0,2,0.0836,-9.388,1,La Cruda,53,0.079,118.694,4
5149,0.873,1984,0.397,"['Fania All Stars', 'Héctor Lavoe']",0.632,402360,0.759,0,0.0,4,0.103,-6.465,0,El Rey De La Puntualidad,52,0.0556,105.84,4
5150,0.75,1984,0.0162,['La Unión'],0.602,232160,0.952,0,4.92e-05,9,0.112,-5.195,1,Lobo-hombre en París,48,0.0628,146.287,4
5151,0.923,1984,0.394,['Talking Heads'],0.769,297227,0.583,0,0.00103,7,0.705,-10.191,1,This Must Be the Place (Naive Melody) - Live,49,0.0329,114.248,4
5152,0.239,1984,0.069,['Alphaville'],0.748,286160,0.414,0,0.0671,2,0.336,-15.15,0,Big in Japan,66,0.0405,97.646,4
5153,0.83,1984,0.471,['Sade'],0.693,205973,0.652,0,0.0,9,0.0922,-6.524,1,When Am I Going to Make a Living,51,0.0288,94.324,4
5154,0.338,1984,0.00202,['Talking Heads'],0.76,264933,0.596,0,0.00356,7,0.981,-10.728,1,Psycho Killer - Live,50,0.0501,114.007,4
5155,0.631,1984,0.402,['Sade'],0.753,278307,0.517,0,1.23e-05,0,0.129,-7.093,1,Frankie's First Affair,50,0.0231,104.541,4
5156,0.857,1984,0.605,['Sade'],0.774,283427,0.597,0,0.0267,6,0.066,-9.826,0,I Will Be Your Friend,49,0.0325,118.428,4
5157,0.384,1984,0.0643,['Moving Pictures'],0.573,226667,0.778,0,0.0,9,0.0758,-9.226,0,"Never - From ""Footloose"" Soundtrack",47,0.0268,136.797,4
5158,0.389,1984,0.266,['Mtume'],0.77,267227,0.28,0,0.000598,5,0.0883,-15.659,1,"You, Me And He",42,0.186,71.638,4
5159,0.711,1984,0.0223,['The Smiths'],0.633,330973,0.51,0,0.0545,2,0.0875,-9.433,1,Suffer Little Children - 2011 Remaster,49,0.0246,99.52,4
5160,0.91,1984,0.303,['Howard Jones'],0.631,396093,0.74,0,0.00132,0,0.136,-10.22,0,What Is Love? - Extended Mix,51,0.0452,97.0,4
5161,0.956,1984,0.000265,['Bruce Springsteen'],0.521,226720,0.949,0,2.62e-05,9,0.171,-5.279,1,Bobby Jean,50,0.0326,133.393,4
5162,0.525,1984,0.0616,['Stevie Ray Vaughan'],0.462,281253,0.65,0,0.293,1,0.192,-10.19,1,Couldn't Stand the Weather,45,0.0547,118.196,4
5163,0.963,1984,0.0141,['Bruce Springsteen'],0.536,288027,0.982,0,3.67e-05,7,0.274,-4.674,1,Darlington County,49,0.0389,119.201,4
5164,0.634,1984,0.0024,['Talking Heads'],0.6,129800,0.921,0,0.0599,0,0.7,-8.631,1,Thank You for Sending Me an Angel - Live,44,0.0464,138.116,4
5165,0.242,1985,0.594,['Whitney Houston'],0.404,237293,0.379,0,2.77e-05,6,0.0912,-8.887,0,Saving All My Love for You,54,0.0315,198.452,3
5166,0.73,1985,0.00921,['Dead Kennedys'],0.362,258360,0.934,0,8.93e-05,6,0.1,-5.106,1,Soup is Good Food,47,0.0908,172.463,4
5167,0.701,1985,0.465,['Tom Waits'],0.665,230000,0.43,0,0.0488,3,0.0965,-13.62,1,Downtown Train,56,0.117,115.399,4
5168,0.84,1985,0.0441,['Lisa Lisa & Cult Jam'],0.847,302000,0.669,0,0.00774,11,0.19,-7.318,0,Head to Toe,45,0.113,113.736,4
5169,0.58,1985,0.463,['Sade'],0.512,407867,0.456,0,0.436,2,0.124,-8.595,1,War of the Hearts,49,0.03,181.107,4
5170,0.715,1985,0.0255,['The Cure'],0.778,198507,0.725,0,0.000134,0,0.0341,-9.925,1,Six Different Ways - 2006 Remaster,43,0.0426,91.233,3
5171,0.423,1985,0.721,['José José'],0.611,312067,0.382,0,0.0,8,0.0526,-13.515,1,Lágrimas,56,0.0336,133.1,4
5172,0.385,1985,0.381,['Sade'],0.634,238400,0.659,0,0.0,1,0.278,-7.991,0,Tar Baby,49,0.0265,97.128,4
5173,0.633,1985,0.102,['Thompson Twins'],0.71,318147,0.778,0,1.39e-05,4,0.0482,-7.473,1,King for a Day,46,0.0437,109.1,4
5174,0.385,1985,0.502,['Bad Company'],0.565,287040,0.494,0,0.187,8,0.0731,-10.008,1,Bad Company - 2009 Remaster,44,0.0306,114.113,4
5175,0.273,1985,0.7,['José José'],0.316,324573,0.415,0,0.0,0,0.357,-13.435,0,Voy a Llenarte Toda,55,0.0472,185.123,3
5176,0.36,1985,0.752,['Los Bukis'],0.573,243400,0.445,0,0.000454,4,0.126,-12.514,1,Adonde Vas?,46,0.0352,140.178,4
5177,0.597,1985,0.384,['Phil Collins'],0.633,315893,0.867,0,0.003,5,0.0555,-5.096,1,Inside Out - 2016 Remaster,48,0.0256,94.803,4
5178,0.623,1985,0.00084,['Stan Bush'],0.507,241693,0.942,0,1.06e-05,7,0.176,-6.456,1,Dare,46,0.0588,146.28,4
5179,0.654,1985,0.0816,['The Power Station'],0.732,305467,0.893,0,2.05e-05,2,0.0783,-8.355,1,Some Like It Hot - 2005 Remaster,39,0.0488,125.487,4
5180,0.821,1985,0.126,['R.E.M.'],0.377,203520,0.932,0,0.198,7,0.223,-4.31,1,Driver 8 - Remastered,44,0.0415,160.787,4
5181,0.213,1985,0.0471,['Tears For Fears'],0.505,391653,0.578,0,0.0513,6,0.208,-11.03,0,The Working Hour,47,0.0304,101.793,4
5182,0.0389,1985,0.00228,['Vince DiCola'],0.585,281920,0.581,0,0.83,5,0.117,-11.789,1,War - Rocky IV Score Mix,48,0.0287,95.821,4
5183,0.253,1985,0.463,['Survivor'],0.628,215800,0.462,0,0.0,5,0.337,-7.035,1,Man Against the World,49,0.0261,97.61,4
5184,0.183,1985,0.67,['Sting'],0.413,240307,0.0563,0,0.000126,5,0.102,-22.264,0,Moon Over Bourbon Street,52,0.041,124.977,4
5185,0.775,1985,0.113,"['""Weird Al"" Yankovic']",0.638,205907,0.961,0,9.01e-06,4,0.352,-6.64,0,Dare to Be Stupid,40,0.0368,89.742,4
5186,0.589,1986,0.573,['Misfits'],0.337,189560,0.862,0,4.58e-05,11,0.147,-10.749,0,"Die, Die My Darling",49,0.044,172.127,4
5187,0.821,1986,0.188,['The Smiths'],0.502,195880,0.901,0,4.89e-05,7,0.28,-4.467,1,The Boy with the Thorn in His Side - 2017 Master,55,0.0459,119.022,4
5188,0.746,1986,0.000816,['Run–D.M.C.'],0.828,167573,0.715,0,1.59e-06,10,0.276,-13.66,0,My Adidas,49,0.202,95.387,4
5189,0.716,1986,0.00392,['Robert Tepper'],0.562,261747,0.679,0,3.37e-05,4,0.117,-12.687,0,"No Easy Way Out - From ""Rocky IV"" Soundtrack",54,0.0439,126.316,4
5190,0.924,1986,0.0709,['The Smiths'],0.713,138813,0.748,0,0.000397,4,0.156,-6.53,1,"Frankly, Mr. Shankly - 2011 Remaster",52,0.0251,111.556,4
5191,0.308,1986,0.0025,['The Smiths'],0.525,197800,0.927,0,0.000799,1,0.216,-9.561,0,Some Girls Are Bigger Than Others - 2011 Remaster,53,0.0547,161.798,4
5192,0.243,1986,0.127,['Pretenders'],0.545,297866,0.552,0,0.0,0,0.105,-9.351,1,Hymn to Her - 2007 Remaster,53,0.0346,95.166,4
5193,0.551,1986,0.17,['Misfits'],0.393,98667,0.907,1,0.0,7,0.263,-9.837,1,Bullet,46,0.041,191.897,4
5194,0.363,1986,0.107,['The Smiths'],0.406,347893,0.453,0,3.76e-06,0,0.187,-9.229,1,I Know It's Over - 2017 Master,50,0.032,113.303,3
5195,0.484,1986,0.229,['Depeche Mode'],0.473,269000,0.631,0,0.000101,4,0.328,-11.628,1,A Question of Lust,44,0.0276,93.808,4
5196,0.715,1986,0.0408,['Whodini'],0.853,333000,0.542,0,3.01e-06,4,0.0473,-15.431,0,One Love,41,0.146,91.561,4
5197,0.336,1986,0.0679,['The Smiths'],0.27,218373,0.535,0,0.00225,9,0.143,-8.673,0,Never Had No One Ever - 2011 Remaster,49,0.0329,194.625,3
5198,0.247,1986,0.1,"['Bob James', 'David Sanborn', 'Al Jarreau']",0.37,350333,0.276,0,0.00179,7,0.127,-17.107,0,Since I Fell For You (feat. Al Jarreau),46,0.0429,177.085,3
5199,0.877,1986,0.117,['Wham!'],0.493,270800,0.665,0,0.0,9,0.159,-13.817,0,The Edge of Heaven,56,0.0424,152.644,4
5200,0.049,1986,0.993,"['Wolfgang Amadeus Mozart', 'Murray Perahia', 'Members of the English Chamber Orchestra']",0.21,527800,0.00757,0,0.821,10,0.0881,-29.747,1,"Piano Quintet in E-Flat Major, K. 452: II. Larghetto",47,0.0418,128.543,4
5201,0.273,1986,0.779,['José Luis Perales'],0.507,288733,0.227,0,0.0,5,0.171,-19.383,1,Qué Canten los Niños - Homenaje a las Aldeas SOS,56,0.035,149.591,3
5202,0.629,1986,0.141,['The Smiths'],0.561,158013,0.778,0,0.0,7,0.188,-7.686,1,Cemetry Gates - 2017 Master,49,0.0302,105.267,4
5203,0.38,1986,0.411,['Bruce Springsteen'],0.294,390293,0.326,0,1.42e-05,2,0.98,-15.853,1,"Jersey Girl - Live at Meadowlands Arena, E. Rutherford, NJ - July 1981",50,0.0327,82.429,4
5204,0.0608,1986,0.588,"['Misfits', 'Glenn Danzig']",0.325,165867,0.943,0,0.0055,5,0.227,-8.451,1,Horror Business,41,0.0542,90.555,4
5205,0.561,1986,0.00193,['Run–D.M.C.'],0.962,205960,0.534,0,0.000897,11,0.0136,-13.968,0,You Be Illin',42,0.11,127.706,4
5206,0.591,1986,0.083,['Howard Hewett'],0.723,285947,0.546,0,0.0,1,0.28,-9.75,0,I'm for Real,40,0.0302,94.645,4
5207,0.701,1987,0.00102,['The Smiths'],0.696,221533,0.628,0,0.428,2,0.272,-8.407,1,This Night Has Opened My Eyes - 2011 Remaster,52,0.0274,100.038,4
5208,0.451,1987,0.00735,['U2'],0.364,271547,0.638,0,0.399,8,0.133,-10.24,1,Bullet The Blue Sky,55,0.0441,152.509,4
5209,0.295,1987,0.0546,['Bruce Springsteen'],0.527,261827,0.381,0,0.00965,10,0.0842,-17.408,1,One Step Up,53,0.0299,150.162,4
5210,0.633,1987,0.114,['The Smiths'],0.67,183013,0.64,0,5.45e-06,10,0.259,-9.024,1,A Rush and a Push and the Land Is Ours - 2011 Remaster,54,0.0268,110.14,4
5211,0.0679,1987,0.0249,['The Smiths'],0.132,305600,0.435,0,0.00598,2,0.111,-9.381,0,Last Night I Dreamt That Somebody Loved Me - 2011 Remaster,54,0.0291,201.493,3
5212,0.391,1987,0.913,['Artie Shaw'],0.532,213333,0.112,0,0.439,10,0.284,-18.836,1,Moonglow,50,0.0279,105.729,4
5213,0.394,1987,0.484,['Joe Satriani'],0.575,202533,0.295,0,0.703,11,0.0639,-12.584,1,"Always with Me, Always with You",53,0.0326,144.366,3
5214,0.632,1987,0.836,['Édith Piaf'],0.454,177107,0.418,0,1.05e-05,4,0.292,-6.942,0,La Foule,48,0.0799,177.737,3
5215,0.779,1987,0.0106,['The Shadows'],0.595,174187,0.451,0,0.929,9,0.0962,-12.987,0,Apache,59,0.0288,133.673,4
5216,0.394,1987,0.00462,['Michael Jackson'],0.787,247360,0.889,0,0.423,8,0.0665,-3.786,1,Bad - 2012 Remaster,53,0.0397,114.091,4
5217,0.595,1987,0.247,['Michael Jackson'],0.853,257760,0.981,0,0.468,8,0.306,-3.947,1,Smooth Criminal - 2012 Remaster,53,0.0751,118.193,4
5218,0.784,1987,0.294,['Depeche Mode'],0.573,262000,0.936,0,0.0327,0,0.116,-4.195,1,Never Let Me Down Again - Tsangarides Mix,47,0.0321,106.103,4
5219,0.895,1987,0.368,['Wilfrido Vargas'],0.615,223060,0.593,0,1.4e-06,0,0.0623,-14.058,0,A Mover la Colita,50,0.0992,129.213,4
5220,0.557,1987,0.78,['Édith Piaf'],0.385,197627,0.283,0,0.0,5,0.0726,-8.013,0,Padam padam,56,0.0546,179.547,3
5221,0.71,1987,0.0296,['R.E.M.'],0.329,247240,0.942,0,0.0,7,0.183,-3.62,1,It's The End Of The World As We Know It (And I Feel Fine) - Remastered,51,0.0586,205.692,4
5222,0.0454,1987,0.263,['GG Allin'],0.29,211227,0.939,1,0.44,11,0.274,-5.545,0,Bite It You Scum,45,0.0689,101.984,4
5223,0.248,1987,0.23,['U2'],0.596,322169,0.581,0,0.107,5,0.142,-10.532,1,One Tree Hill,49,0.0365,123.213,4
5224,0.966,1987,0.0259,['Billy Joe Shaver'],0.755,133107,0.618,0,1.58e-06,9,0.0395,-12.864,1,The Devil Made Me Do It the First Time,41,0.0455,142.326,4
5225,0.108,1987,0.812,"['Andrew Lloyd Webber', 'Phantom Of The Opera Original London Cast', 'Michael Crawford']",0.239,341600,0.0961,0,2.93e-05,1,0.123,-15.461,1,The Music Of The Night,46,0.0367,107.237,4
5226,0.17,1987,0.792,['Michael Bolton'],0.527,237627,0.273,0,2.45e-05,5,0.124,-15.253,1,That's What Love Is All About,48,0.0378,121.79,4
5227,0.826,1988,0.0142,['Public Enemy'],0.884,319493,0.472,0,0.0,11,0.142,-13.776,1,Don't Believe The Hype,52,0.346,98.425,4
5228,0.301,1988,0.978,['Art Pepper'],0.575,258040,0.0935,0,0.452,3,0.109,-15.906,1,You Go To My Head,52,0.0858,65.23,4
5229,0.482,1988,0.0575,['REO Speedwagon'],0.412,240733,0.746,0,0.0,7,0.0791,-6.904,1,Take It on the Run,49,0.0362,77.76,4
5230,0.386,1988,0.022,['Winger'],0.462,312600,0.507,0,0.000634,2,0.253,-13.849,0,Headed for a Heartbreak,47,0.0308,134.253,4
5231,0.198,1988,0.943,"['Wolfgang Amadeus Mozart', 'Capella Istropolitana', 'Barry Wordsworth']",0.416,451333,0.174,0,0.916,7,0.118,-16.689,0,"Symphony No. 40 in G Minor, K. 550: I. Allegro molto",55,0.0353,109.35,4
5232,0.16,1988,0.818,['Vern Gosdin'],0.494,229960,0.221,0,0.000337,3,0.111,-15.911,1,Chiseled In Stone,43,0.0285,140.855,4
5233,0.596,1988,0.234,['TOTO'],0.555,269227,0.649,0,0.0695,5,0.0554,-13.345,1,Stop Loving You,63,0.0302,101.743,4
5234,0.501,1988,0.231,['Tracy Chapman'],0.76,204667,0.278,0,0.000723,9,0.151,-15.725,1,Across the Lines,55,0.0649,126.242,4
5235,0.742,1988,0.13,['Surface'],0.769,285253,0.326,0,1.63e-06,5,0.139,-9.551,1,Closer Than Friends - Single Version,43,0.0409,96.976,4
5236,0.898,1988,0.176,['John Hiatt'],0.716,215027,0.825,0,1.74e-06,5,0.121,-6.72,1,Slow Turning,44,0.0281,134.752,4
5237,0.123,1988,0.965,['Sade'],0.633,350293,0.212,0,0.11,9,0.0934,-14.366,0,Haunt Me,50,0.0287,105.253,1
5238,0.354,1988,0.14,['Tracy Chapman'],0.557,192440,0.426,0,6.85e-06,4,0.145,-13.813,0,For My Lover,54,0.0532,162.713,4
5239,0.902,1988,0.153,['Sade'],0.898,366693,0.383,0,0.411,5,0.0963,-11.546,1,Turn My Back On You,48,0.0807,99.338,4
5240,0.629,1988,0.58,"['Francisco ""Charro"" Avitia']",0.624,174800,0.442,0,0.0,9,0.1,-9.837,1,Máquina 501,48,0.0369,95.031,4
5241,0.904,1988,0.213,['Grupo Niche'],0.597,302867,0.87,0,0.00809,11,0.241,-10.044,1,Hagamos Lo Que Diga El Corazón,55,0.0487,179.937,4
5242,0.59,1989,0.00028,['White Lion'],0.232,359960,0.775,0,0.0225,4,0.0775,-10.923,1,Radar Love,50,0.0565,206.07,4
5243,0.451,1989,0.848,['Cab Calloway'],0.512,194133,0.322,0,0.0,0,0.71,-12.694,1,Minnie the Moocher (Theme Song),50,0.124,96.92,4
5244,0.785,1989,0.706,['Big Mama Thornton'],0.563,181000,0.542,0,3.59e-05,9,0.355,-10.862,1,Hound Dog,55,0.0962,133.285,4
5245,0.475,1989,0.00725,['The D.O.C.'],0.83,252627,0.626,0,0.0,6,0.224,-7.601,1,The Formula,46,0.113,92.25,4
5246,0.965,1989,0.68,['Johnny Horton'],0.679,194400,0.565,0,2.64e-05,3,0.0509,-12.405,1,Sink the Bismark,46,0.0896,115.432,4
5247,0.393,1989,0.0138,['Too $hort'],0.848,573067,0.253,1,0.0,11,0.106,-15.843,0,Freaky Tales,44,0.351,77.717,4
5248,0.465,1989,0.413,['Gloria Estefan'],0.545,250067,0.356,0,1.56e-06,5,0.128,-14.127,1,Don't Wanna Lose You,44,0.0245,82.214,4
5249,0.233,1989,0.38,['Billy Joel'],0.508,242707,0.52,0,5.91e-06,2,0.117,-6.32,1,Leningrad,52,0.0273,138.782,4
5250,0.6,1989,0.777,['Tracy Chapman'],0.787,251493,0.255,0,0.00959,0,0.101,-14.733,1,Crossroads,56,0.0399,105.97,4
5251,0.688,1989,0.118,['Michael Bolton'],0.399,235627,0.708,0,0.0,0,0.179,-10.541,0,How Can We Be Lovers,55,0.0387,207.424,4
5252,0.468,1989,0.00192,['Nick Lowe'],0.522,149200,0.634,0,1.71e-06,9,0.575,-11.688,1,So It Goes,41,0.0507,140.43,4
5253,0.354,1989,0.963,['Ella Fitzgerald'],0.44,256867,0.147,0,0.0,8,0.1,-12.761,0,Cry Me A River,52,0.0359,132.613,4
5254,0.742,1989,0.0145,['The Rolling Stones'],0.503,224093,0.86,0,0.191,5,0.366,-7.909,0,"Paint It, Black",44,0.0925,159.611,4
5255,0.297,1989,0.00028,['Testament'],0.234,297293,0.995,0,0.0333,11,0.103,-5.291,0,Practice What You Preach,49,0.0775,187.941,4
5256,0.772,1989,0.63,['Luis Miguel'],0.614,183223,0.904,0,0.0,9,0.336,-4.811,1,Decidete,41,0.0375,135.606,4
5257,0.846,1989,0.00812,['Donna Summer'],0.614,218960,0.866,0,0.00984,4,0.051,-10.922,0,This Time I Know It's for Real,48,0.036,116.054,4
5258,0.442,1989,0.00199,['Bad Religion'],0.217,102293,0.995,0,0.0,7,0.37,-3.02,1,Big Bang,47,0.191,159.957,4
5259,0.428,1990,0.000636,['Ride'],0.428,257667,0.802,0,0.778,4,0.0944,-5.682,1,Vapour Trail - 2001 Remaster,52,0.0304,107.527,4
5260,0.469,1990,0.128,['Enigma'],0.611,703133,0.429,0,0.468,7,0.031,-15.362,1,Principles Of Lust: Sadeness / Find Love / Sadeness (Reprise),57,0.0365,95.008,4
5261,0.296,1990,0.856,['Ricky Nelson'],0.508,135840,0.0965,0,0.012,11,0.102,-18.283,1,Lonesome Town - 1990 Digital Remaster,54,0.031,77.907,4
5262,0.185,1990,0.746,['Ricardo Montaner'],0.488,257773,0.385,0,0.0,5,0.145,-7.08,1,La cima del cielo,60,0.0265,137.963,4
5263,0.317,1990,0.0661,['Winger'],0.363,252867,0.528,0,0.0,5,0.334,-10.08,1,Miles Away,55,0.0305,182.21,4
5264,0.199,1990,0.00342,['Slayer'],0.261,394307,0.969,0,0.00135,5,0.103,-4.185,0,Seasons In The Abyss,48,0.168,151.921,4
